label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,batch
2,12714.5195,3.011783,2.748239,3.825215,8.298606,-1.943071,-3.075437,-11.139755,14709.9649,3.469619,3.348879,4.8816,9.91491,-2.172057,-3.539555,-12.859559,13365.4931,5.007908,4.816398,8.690009,12.032742,-2.276577,-3.818681,-12.463208,13918.5137,4.889156,4.942285,8.710586,12.574356,-2.336108,-3.879886,-12.768374,1402.3628,1.849212,0.529396,1.349253,3.698395,-0.258281,-0.61667,-4.095193,1393.3256,1.844078,0.55755,1.436967,4.058121,-0.245397,-0.651802,-4.104345,14169.1336,4.645316,5.949889,12.497689,18.359308,-2.521224,-4.453044,-11.278689,15603.8774,4.704025,6.506592,13.785146,19.716853,-2.779777,-5.036023,-14.479912,7761.1142,1.956917,1.769065,2.585428,5.82801,-1.079833,-1.775897,-7.255092,4931.853,1.641015,1.157573,1.667897,4.579075,-0.699197,-1.114563,-4.648897,14418.7631,4.781833,5.153572,8.590025,11.802614,-2.348983,-3.444382,-8.411998,11705.6724,4.7403,4.161821,7.445767,10.256932,-1.917368,-2.784888,-7.337526,2632.6091,2.162204,1.046937,2.52078,4.7693,-0.45166,-0.882487,-3.137013,2845.0186,2.271748,1.119414,2.57152,4.856832,-0.486153,-0.872047,-2.976671,15323.7276,4.577754,6.265143,13.100463,17.397203,-2.622139,-4.246861,-9.498196,13002.9058,4.378197,5.254178,10.898942,14.492365,-2.219145,-3.609789,-8.324052,
2,31129.3667,5.568141,9.598628,23.693294,38.361241,-9.122824,-19.619909,-45.941638,32550.9282,5.317814,9.598323,14.286463,20.860446,-5.974347,-8.936748,-26.389194,21833.3574,5.123394,9.162099,19.434697,25.467188,-4.920437,-7.664514,-20.828289,22561.4174,4.993232,9.347566,19.478548,28.037333,-5.063963,-7.851562,-18.565846,2131.7127,2.17278,0.867309,2.300477,4.296627,-0.471571,-0.972047,-4.249656,2179.5797,2.193588,0.888109,2.446396,4.653943,-0.481766,-0.985618,-5.00049,22330.232,4.772534,10.566853,26.618832,34.048288,-5.307349,-8.790139,-21.821477,24464.6504,4.803205,11.735513,29.442769,38.751594,-5.865332,-9.645356,-24.972805,19825.56,3.432706,4.806776,6.571781,10.047768,-3.123037,-4.457601,-12.484066,12991.9937,2.83886,3.082795,4.227854,6.873415,-1.8386,-2.642554,-7.792256,23322.3652,4.923717,9.491674,19.096847,22.730894,-5.007603,-7.342066,-16.025919,18880.2437,4.861677,7.615405,15.794701,19.075949,-4.124131,-6.001855,-13.028771,4197.6538,2.670387,1.82191,4.962666,8.172763,-0.931858,-1.459489,-3.452382,4565.0613,2.809062,1.942865,5.270193,8.286941,-0.992997,-1.563163,-3.544496,24000.2427,4.739433,11.186622,28.864621,35.301134,-5.561234,-8.78374,-16.565329,20530.6651,4.611328,9.29785,23.574811,30.121782,-4.725257,-7.320026,-15.580335,
1,81154.9682,12.791722,29.93492,47.076492,62.564452,-15.191219,-21.177577,-77.937809,81122.9614,12.52366,24.721346,39.737936,52.282254,-17.610499,-24.276378,-79.772616,25152.4053,5.907256,8.464404,20.090557,27.198133,-6.476022,-10.401021,-21.53877,25347.5708,5.646957,8.488943,20.161072,25.963054,-6.436712,-10.418751,-27.588519,4994.0742,3.872787,2.058276,4.931115,8.080404,-1.220833,-2.246375,-6.11364,4510.4826,3.567404,1.763712,4.738101,7.90352,-1.0798,-1.924818,-6.005229,32973.5576,6.816804,12.860361,30.760293,39.613859,-8.973548,-15.323352,-35.057412,34385.9092,6.618945,13.559981,32.954591,43.3296,-9.533909,-16.516138,-31.761314,83121.9941,11.52523,22.953166,33.186297,43.690719,-15.689616,-21.219923,-75.122083,64141.8013,10.364456,15.660364,21.542693,30.355532,-11.75364,-16.160053,-44.119921,29848.3408,6.205796,9.788689,20.229145,25.526224,-7.382931,-10.777259,-21.364917,24001.6802,5.999417,7.98224,16.716262,21.303119,-6.075681,-9.086199,-16.670651,8351.3113,4.527261,3.556393,10.695438,14.883565,-1.958953,-3.354282,-6.650848,8246.6565,4.444224,3.342711,10.122983,14.645905,-1.873856,-3.039146,-5.676447,39704.856,7.52094,15.493115,34.876253,43.213634,-10.759104,-18.816268,-34.417644,34834.9106,7.389909,13.662403,31.241571,38.140506,-9.244925,-15.644843,-27.745027,
1,58950.1064,5.630693,18.004912,28.011818,42.369656,-13.911337,-19.4031,-48.199206,50941.6983,8.534882,15.496085,24.333807,35.194826,-10.931297,-15.594508,-41.279528,15793.9663,4.953309,5.848965,14.609808,20.954282,-3.782539,-5.882805,-17.533164,16062.6513,4.757264,5.899426,14.618104,20.067434,-3.77797,-5.814019,-16.339472,3336.912,2.905984,1.43264,4.217854,6.235098,-0.831919,-1.567945,-5.226999,3066.4974,2.748609,1.30977,4.10243,7.317603,-0.745596,-1.438276,-5.395315,20890.102,5.46776,9.067806,23.534457,31.252869,-5.421596,-9.05064,-19.573788,21835.3657,5.346666,9.486392,25.212116,35.077544,-5.737713,-9.533418,-20.032567,54172.9531,6.890285,14.818583,21.212788,29.762087,-10.429288,-14.716055,-41.971448,39533.416,5.588712,9.702609,13.302224,17.388093,-7.276964,-10.095237,-27.84438,18583.1977,5.091713,6.6241,14.291242,17.650375,-4.263938,-6.352031,-11.774525,15106.3955,5.017275,5.520969,12.244527,15.902607,-3.557656,-5.261852,-10.034606,5646.2546,3.309729,2.753126,9.142543,13.174964,-1.327859,-2.191908,-4.973876,5587.5473,3.291381,2.6204,8.594879,12.693096,-1.276116,-2.022891,-5.057372,24776.5566,5.849412,10.399068,26.429734,33.814413,-6.318022,-10.346691,-19.317022,21873.812,5.741864,9.369278,23.302943,30.376176,-5.520913,-8.898419,-17.153767,
2,10078.5329,3.889585,3.595838,11.054966,18.428018,-1.021964,-1.727936,-8.698982,7736.2139,2.297188,1.842745,2.671701,7.542066,-1.05822,-1.909559,-9.145847,9748.292,3.867207,3.065654,5.114211,8.23919,-1.423399,-2.416763,-9.357374,10153.1237,3.801661,3.155207,5.094767,8.71825,-1.475739,-2.47036,-9.457921,1000.5014,1.603197,0.357521,0.961489,3.706724,-0.173382,-0.568962,-4.063869,980.4445,1.589531,0.379348,0.982774,3.627282,-0.165675,-0.516846,-3.872583,10485.5876,3.654151,3.81261,6.967625,10.964924,-1.588107,-2.72692,-9.11802,11471.92,3.69911,4.15706,7.621009,12.609097,-1.794319,-3.007401,-12.292281,3615.8662,1.432604,0.991958,1.440447,5.404261,-0.573057,-1.028865,-4.542833,2044.7309,1.258485,0.636044,1.055964,4.368797,-0.403558,-0.796937,-4.570725,10557.531,3.726711,3.300331,4.989308,7.840787,-1.490577,-2.234073,-6.817547,8607.3877,3.693757,2.706162,4.27993,6.463954,-1.224679,-1.815937,-5.005878,1925.7153,1.845197,0.700161,1.536268,4.028377,-0.297045,-0.586044,-2.582336,2066.2217,1.912855,0.743227,1.564775,3.539557,-0.3161,-0.607678,-2.654828,11281.8013,3.594651,4.009256,7.208499,10.44974,-1.662785,-2.531252,-7.112233,9585.8257,3.439093,3.391315,6.102392,9.403786,-1.389224,-2.129247,-5.85374,
2,22957.918,4.668413,6.999628,9.914378,15.039487,-4.611193,-6.790148,-19.791637,28521.4033,5.230658,7.752961,11.347568,18.082866,-5.075422,-7.571129,-20.21665,20120.2881,4.893434,8.437849,17.698651,23.084877,-4.484115,-6.985421,-18.393947,20801.229,4.777552,8.659444,17.781705,23.819366,-4.618411,-7.34859,-18.285714,1982.7083,2.105567,0.796805,2.232202,5.631656,-0.440387,-0.976123,-4.56205,2026.7644,2.117557,0.820446,2.341346,4.747862,-0.442683,-0.963543,-4.684248,20601.8706,4.594398,9.75508,24.177692,32.126187,-4.804813,-8.314697,-18.942664,22587.1226,4.61264,10.797848,26.732123,34.949619,-5.260943,-9.117739,-23.173498,17223.0586,3.290834,3.95709,5.468804,9.168472,-2.590069,-3.721591,-11.942723,11463.1206,2.752972,2.58183,3.523725,6.304905,-1.532987,-2.240723,-7.534469,21557.7602,4.709034,8.757511,17.445767,20.909981,-4.563226,-6.797497,-14.37758,17440.6968,4.671387,7.052171,14.492198,18.639151,-3.748605,-5.751902,-13.254556,3887.7461,2.570887,1.697713,4.545664,7.354682,-0.844083,-1.425941,-3.415468,4223.8918,2.70479,1.804585,4.743364,7.656388,-0.902692,-1.515844,-3.590533,22168.3491,4.55054,10.361995,25.912978,31.205639,-5.032682,-8.328552,-15.575175,18940.3228,4.42498,8.579843,21.135782,26.5316,-4.275326,-6.859175,-13.016566,
1,117602.0576,19.459244,36.286616,58.598982,70.262425,-25.196018,-36.572296,-131.91016,91915.5542,14.461947,29.363465,47.62305,59.523566,-20.137292,-28.483726,-87.612681,30494.4009,6.907324,10.259295,23.3236,30.396272,-8.138847,-13.232253,-30.462571,30847.2134,6.585633,10.267736,23.203875,29.634618,-8.045053,-12.784443,-30.722403,5777.8786,4.264542,2.454562,5.453008,8.73177,-1.437993,-2.584073,-6.994822,5187.661,3.913604,2.08962,5.183015,8.531606,-1.259316,-2.260247,-6.352082,39571.8409,7.924497,15.586647,35.409716,44.796798,-11.148216,-19.22223,-46.828226,41477.4478,7.64725,16.423081,37.287111,47.556633,-11.890053,-21.134362,-54.78115,96280.0249,13.523902,28.018744,41.127951,52.038751,-17.904848,-24.757364,-81.33811,75879.6485,12.385808,19.577865,26.872211,34.71654,-13.771117,-18.56062,-55.287911,36346.4067,7.256064,11.960151,23.775253,28.766132,-9.331544,-14.4056,-26.344274,29151.1646,7.076537,9.708256,19.879276,24.40483,-7.617186,-11.598889,-24.124353,9692.1194,5.046656,4.07543,11.565021,17.551424,-2.348355,-3.874577,-6.65416,9533.5259,4.935146,3.831381,11.031104,15.434581,-2.251709,-3.694509,-7.24864,48136.3911,8.765579,19.083447,41.183881,48.796261,-13.551221,-23.257004,-41.74647,41825.9301,8.614612,16.700165,36.838738,43.585599,-11.596972,-19.958419,-33.167125,
1,106963.5518,16.374101,31.520501,49.109918,67.15467,-23.122572,-32.494582,-101.585544,84218.8042,13.35385,25.795334,41.322553,56.599347,-18.287056,-25.670182,-84.150344,28334.041,7.911031,9.208411,19.978361,26.441667,-7.283287,-11.688652,-30.246671,28706.2544,7.586783,9.202662,19.962787,26.12492,-7.220799,-11.442207,-30.752749,5343.009,4.022302,2.200133,5.234824,8.422781,-1.343444,-2.398382,-6.771534,4809.097,3.68056,1.897114,4.895576,8.109365,-1.181969,-2.136997,-6.81766,36601.83,8.633025,13.944196,31.073333,39.05567,-9.980065,-17.124057,-36.928735,38643.5224,8.479993,14.764905,32.889225,42.632212,-10.704821,-18.620356,-42.943092,89452.4717,10.529188,25.664042,37.696925,49.044061,-16.977001,-23.289885,-82.136446,68772.128,8.793665,17.654607,24.406959,33.848098,-12.894613,-18.046993,-49.194164,33660.8452,8.217418,10.742641,20.448541,25.558048,-8.332779,-12.673122,-24.90249,26946.2851,8.003003,8.731572,17.188067,20.564401,-6.826779,-10.350054,-19.434671,8900.1965,4.574977,3.717528,10.943284,15.452453,-2.149226,-3.693202,-8.065903,8742.9449,4.519346,3.483652,10.380426,14.314874,-2.066245,-3.447779,-6.61204,44438.9253,9.433189,16.995628,36.056834,43.980674,-12.080832,-21.284544,-37.152852,38519.977,9.080378,14.916199,32.418075,38.658551,-10.376973,-17.661038,-34.649225,
2,2544.8652,1.440988,1.68241,4.640443,14.759012,-3.606561,-13.309354,-30.250932,36499.2944,6.880123,12.362495,18.684103,25.374821,-6.65298,-9.480649,-29.04983,32440.3723,9.901828,15.534678,39.881456,49.636713,-7.378487,-11.353839,-28.366231,33268.1455,9.556186,15.901047,39.86031,48.100502,-7.56984,-11.550522,-26.889647,2758.3003,2.574885,1.256728,3.91271,6.867631,-0.626165,-1.151598,-4.286513,2892.4212,2.659336,1.280752,4.290645,6.425921,-0.644593,-1.258008,-5.250058,32214.6709,8.505699,17.806053,54.712969,71.798243,-7.748659,-12.945462,-32.011351,35414.291,8.681834,19.700896,60.488816,78.807693,-8.670658,-14.474243,-34.795821,22872.2138,3.551692,6.485708,8.913573,13.068517,-3.690097,-5.103185,-14.942837,14684.5293,2.719369,4.106796,5.769476,8.372929,-2.264027,-3.142601,-9.707577,33872.0366,9.131576,15.934822,38.956945,46.560871,-7.372978,-10.666653,-24.057496,27995.2954,9.191786,12.969217,32.055619,38.675374,-6.166259,-8.974926,-18.085469,5729.4419,3.367391,2.857891,9.202565,13.714216,-1.338039,-2.224044,-4.660078,6243.0376,3.593314,3.03927,9.610139,13.079127,-1.421737,-2.312384,-4.845472,34653.9565,8.281862,19.231415,62.505594,80.631944,-8.093812,-13.097672,-24.959602,29593.959,7.920802,15.926223,50.832228,64.430682,-6.853715,-11.149713,-19.878913,
2,4325.471,2.32174,1.336473,2.146515,4.998046,-1.07263,-5.557838,-13.271522,15103.6724,3.456841,3.645974,5.664516,9.826238,-2.506085,-3.861514,-13.594365,15772.8032,4.027086,6.543986,13.382396,17.91219,-3.413809,-5.476639,-14.969513,16383.2485,3.957123,6.684998,13.720783,19.30162,-3.528671,-5.503866,-16.006446,1524.3151,1.85601,0.626698,1.74026,4.389572,-0.338565,-0.781866,-4.094477,1568.625,1.875225,0.656271,1.788037,4.684062,-0.348721,-0.812223,-3.995754,16079.4506,3.764743,7.663794,18.446995,24.807563,-3.664451,-6.26088,-16.605074,17655.4014,3.81474,8.488953,20.622123,27.608392,-4.042587,-7.253789,-17.530185,8756.7373,2.161178,1.941365,2.887823,5.831843,-1.288967,-1.915009,-7.232188,5834.915,1.868914,1.273406,1.930341,4.295196,-0.815875,-1.343654,-4.963208,16741.9199,3.849815,6.766123,13.175174,16.993299,-3.463438,-5.084607,-12.439194,13704.9019,3.803136,5.531751,11.16463,14.586624,-2.877464,-4.264664,-8.591176,2971.3542,2.209384,1.29529,3.452397,5.704924,-0.637559,-1.130285,-3.277278,3257.9834,2.315347,1.382968,3.582762,5.716715,-0.681595,-1.171023,-3.053034,17257.2114,3.732059,8.117684,20.269542,25.716317,-3.833009,-6.290991,-13.341645,14783.2964,3.616921,6.698428,16.479307,21.479271,-3.241989,-5.164627,-10.034483,
1,54334.4634,18.608446,14.159428,20.377545,25.633803,-9.027407,-12.872141,-41.987272,88703.9165,15.962944,27.535743,44.12819,56.620482,-19.166447,-26.539163,-81.90641,29213.8979,6.768946,9.736343,22.289227,30.046827,-7.763809,-12.70599,-29.112077,29481.3584,6.481381,9.80328,22.51915,28.950578,-7.704689,-12.288854,-29.29769,5595.6962,4.234709,2.344556,5.313331,8.122481,-1.39231,-2.474098,-6.190112,5055.1672,3.905306,1.99536,4.948307,8.679634,-1.218056,-2.22623,-6.274377,37906.7305,7.759676,14.782558,34.020712,43.385143,-10.645554,-18.551889,-45.079507,39971.958,7.611803,15.59607,36.005139,45.388669,-11.37516,-19.784561,-45.52743,94204.4512,14.655552,26.822105,39.491976,52.040341,-17.434988,-24.25683,-80.13763,73591.8037,13.379242,18.749581,26.000879,33.82353,-13.27582,-18.096441,-51.980049,34630.5391,7.109539,11.35725,22.903811,28.736067,-8.88782,-13.332176,-24.778247,27886.2525,6.910255,9.232217,18.981409,24.074556,-7.266632,-10.971939,-19.232732,9385.6248,5.00573,3.921843,11.312262,15.140071,-2.260359,-3.782778,-7.206986,9221.6121,4.889115,3.682226,10.792007,15.719248,-2.165338,-3.521451,-6.855009,46038.4531,8.605247,18.044396,38.973507,47.457541,-12.836575,-22.389843,-43.895055,40071.2578,8.427448,15.807326,35.00521,43.089874,-10.973907,-18.629248,-35.199895,
1,36190.083,7.102142,9.223184,13.82377,18.355573,-6.230411,-8.571745,-28.593242,62902.3691,10.757272,18.819447,28.968259,37.904683,-13.666765,-20.391351,-57.776518,20326.3291,6.012268,6.894079,16.356352,21.238559,-5.018657,-7.818996,-21.417438,20658.3868,5.799432,6.952374,16.265643,19.879839,-5.016908,-7.800475,-19.852862,4106.5082,3.323461,1.702347,4.507987,7.295228,-1.035174,-1.884281,-5.752382,3772.2445,3.135969,1.515749,4.345446,7.242431,-0.920352,-1.671876,-6.199882,26631.7945,6.616219,10.641546,25.700047,34.810436,-7.098065,-11.843884,-27.779269,27938.9824,6.470369,11.150318,27.390478,35.72462,-7.554876,-13.247064,-28.53734,68027.0703,8.447491,18.826854,26.870775,34.531456,-13.180704,-18.338609,-49.938449,50815.4756,6.881662,12.548607,17.135281,23.980645,-9.560858,-13.27529,-36.801213,23983.8472,6.195367,7.933594,16.232944,19.988124,-5.7333,-8.41144,-16.64443,19456.2116,6.110988,6.551458,13.914215,17.237993,-4.728933,-6.973592,-13.14743,6860.6323,3.762777,3.041394,9.696547,14.134677,-1.62979,-2.734387,-5.294224,6736.9304,3.712685,2.871644,9.122608,12.819487,-1.565295,-2.476759,-5.338632,31871.1469,7.101203,12.51412,28.948668,36.287008,-8.382428,-14.034693,-25.756472,27990.6114,6.959498,11.174523,25.905136,31.798815,-7.252988,-11.807418,-22.754464,
2,9538.2612,2.758149,2.44095,3.503066,7.45615,-1.607264,-2.452063,-8.970149,30306.8286,6.15272,8.572152,11.992228,17.426853,-5.398308,-7.737515,-22.165361,28443.3528,9.1046,12.692119,30.938754,40.285778,-6.350496,-9.726377,-24.296434,29384.6038,8.869023,12.976541,31.166637,40.325372,-6.49508,-10.345934,-22.787609,2491.3535,2.484373,1.01938,3.477185,5.709189,-0.53907,-1.057896,-4.303673,2582.808,2.510222,1.068605,3.567537,6.007454,-0.562824,-1.113829,-4.837951,28504.9087,7.928078,14.357425,42.934642,56.111836,-6.666088,-11.092824,-24.438453,31299.2319,8.078299,16.068051,48.016875,61.833768,-7.405175,-12.542315,-29.112308,18177.7002,3.142789,4.492221,5.90523,8.533379,-2.888996,-4.092999,-12.388704,11656.2403,2.441151,2.886023,3.913076,7.12619,-1.783643,-2.516481,-8.468557,30100.6433,8.526533,13.202959,30.393008,35.595392,-6.329858,-9.477186,-18.946739,24730.4106,8.507493,10.663673,25.081883,29.650841,-5.302324,-7.928913,-15.534137,5053.1616,3.154379,2.308947,7.59822,11.756565,-1.131892,-1.852277,-4.475421,5517.3366,3.373074,2.447235,7.708508,10.935357,-1.221457,-1.996283,-4.527031,30715.7006,7.764626,15.610608,48.810391,61.131054,-6.958456,-11.234159,-21.141076,26269.4038,7.409464,12.889089,39.585451,50.802215,-5.930846,-9.482487,-18.076603,
2,8762.8164,3.148707,2.831301,4.548421,8.334843,-1.380725,-2.11403,-7.452454,30445.7305,6.175975,10.869266,17.787907,23.830198,-5.539848,-7.91622,-26.411514,33406.8379,7.480908,17.98111,44.890605,56.536867,-8.086818,-12.971419,-31.183568,34308.1646,7.259312,18.392575,45.508362,56.307246,-8.308056,-12.740356,-27.153328,2757.3507,2.544134,1.380004,3.745922,6.745784,-0.632214,-1.242493,-5.144697,2942.8795,2.652004,1.371077,3.788136,6.670133,-0.668447,-1.240893,-4.984376,32923.7241,6.711204,19.847823,53.316768,68.72192,-8.417323,-14.356864,-32.668141,36323.5405,6.834911,22.196115,60.578541,74.258974,-9.331348,-16.306725,-40.670415,19105.0903,3.628963,5.361494,7.882918,10.649704,-2.929959,-4.019711,-11.91501,12833.9356,2.999358,3.472149,5.105254,7.666058,-1.780478,-2.497603,-8.175194,34727.9106,6.989217,17.856969,44.274658,52.318314,-7.967805,-11.605671,-24.961393,28970.3882,6.985344,14.779105,35.372534,43.27624,-6.799206,-9.974974,-21.098869,5952.8365,3.447244,3.184793,8.460411,11.575,-1.417165,-2.405094,-4.674011,6506.3115,3.650342,3.409886,8.974166,12.351686,-1.534041,-2.498733,-5.278274,35211.5278,6.622147,21.516675,60.843781,76.222627,-8.687254,-14.241675,-28.019166,30218.6177,6.414689,17.790117,49.173978,61.599843,-7.443547,-12.001041,-21.653238,
1,26140.5518,8.909996,6.368049,9.561456,12.571489,-4.046348,-5.828376,-17.258354,55316.9385,11.059263,16.917606,26.230113,35.178761,-11.691085,-17.258098,-42.380496,16400.6704,4.220563,6.354632,16.425187,25.177631,-4.136327,-6.669154,-16.988787,16705.1719,4.094412,6.423369,16.687701,23.658263,-4.186156,-6.467113,-15.916447,3625.2785,3.098656,1.550147,4.386603,8.255278,-0.893843,-1.725817,-4.467431,3302.4926,2.893856,1.388291,4.282815,7.322974,-0.79674,-1.595272,-5.423877,21958.332,4.923457,9.699909,26.172845,34.171943,-5.896193,-9.919976,-26.668724,22977.6167,4.76904,10.221009,27.776267,36.774446,-6.248087,-10.708366,-26.345109,59711.5615,9.742401,16.405025,23.228501,30.452307,-11.078974,-15.353629,-38.106155,44573.3765,8.42838,10.845817,14.697712,20.769006,-7.787351,-10.772591,-27.250944,19375.4185,4.410523,7.236098,16.177794,19.596486,-4.701568,-6.895226,-15.141504,15714.4702,4.266925,5.934781,13.469632,18.311689,-3.921823,-5.852057,-11.722545,6116.2239,3.61341,2.907177,9.502397,13.521979,-1.421773,-2.367049,-5.335193,6011.221,3.559862,2.763233,9.040861,13.619765,-1.352115,-2.147878,-5.116958,26226.0341,5.305752,11.240402,28.736094,35.704003,-6.912385,-11.323288,-21.333473,23075.4716,5.245524,10.092005,25.908453,32.311416,-6.040433,-9.76554,-16.705774,
1,25583.2388,6.580834,6.998245,9.576339,15.160668,-7.004602,-12.611304,-20.455031,77051.9887,14.032816,23.770963,37.267479,49.537353,-16.86078,-23.911704,-68.734289,24868.0706,7.408194,8.227229,18.744033,24.551506,-6.245765,-9.893457,-23.687688,25208.1489,7.143252,8.282931,19.089037,24.318249,-6.21725,-9.869961,-19.995133,4881.2713,3.860899,2.021911,4.919041,7.725872,-1.230604,-2.207724,-6.836248,4424.0999,3.582818,1.760463,4.847895,8.740793,-1.081442,-1.908603,-5.487472,32254.77,8.162598,12.685751,28.827739,37.278569,-8.783378,-15.086327,-31.565344,33871.5864,8.009356,13.296024,30.959558,41.039125,-9.386851,-16.343059,-37.277884,81363.7588,10.751016,23.058301,33.608627,45.69657,-15.541363,-21.498043,-65.797367,62250.5113,8.936727,15.722294,21.541646,30.092927,-11.679414,-16.100985,-45.771727,29514.5718,7.761839,9.594415,19.19108,24.430775,-7.181585,-10.60468,-20.677988,23900.7715,7.569431,7.849473,16.073686,21.067024,-5.915139,-8.839097,-16.545273,8079.9885,4.440841,3.467661,10.549463,14.909976,-1.933625,-3.184712,-6.342867,7966.7622,4.392983,3.267982,9.874938,13.806869,-1.848531,-2.973457,-5.294944,38884.4385,8.940343,15.130676,33.135775,40.920751,-10.468641,-17.888188,-30.620399,33963.2007,8.693116,13.377331,29.388056,36.26811,-9.022832,-15.127312,-28.310323,
2,3079.2667,1.5717,0.680108,1.288897,4.557083,-0.715418,-1.248241,-5.723155,10648.7593,2.822796,2.163423,3.284607,7.327243,-1.757258,-2.941222,-10.927915,15277.8345,5.337072,5.902384,11.328196,15.365594,-2.817484,-4.676386,-13.466881,15868.0537,5.240998,6.062872,11.597103,16.369704,-2.902778,-4.657473,-14.502964,1430.0765,1.842566,0.56836,1.6706,4.626662,-0.280943,-0.700401,-5.646387,1433.76,1.842525,0.598877,1.675137,3.260941,-0.280346,-0.678689,-4.215097,15818.2012,4.843077,7.137695,16.664738,21.160257,-3.056675,-5.429452,-15.161286,17370.8647,4.929611,7.80725,18.065633,24.182239,-3.357316,-6.00356,-16.683182,5448.3262,1.633557,1.192121,1.870586,5.679173,-0.949651,-1.594444,-6.00286,3203.4736,1.39061,0.749006,1.295371,4.564275,-0.643168,-1.062288,-4.652124,16377.8435,5.075676,6.30507,11.344755,15.327746,-2.870162,-4.275334,-10.607582,13393.3321,5.026034,5.117661,9.692394,13.114854,-2.387023,-3.524608,-7.990665,2770.5962,2.181349,1.168883,3.154689,4.732442,-0.531133,-1.005645,-2.975352,3030.4959,2.302207,1.252789,3.079959,5.586019,-0.573102,-1.001635,-3.209486,17001.0,4.734842,7.554634,17.370773,21.280042,-3.195919,-5.23344,-11.287138,14487.5528,4.533698,6.307366,14.343477,18.416251,-2.717572,-4.454941,-9.21689,
2,11209.918,4.175293,3.448949,5.488527,9.077647,-1.730287,-2.592061,-9.706942,34709.6845,7.097672,13.668541,23.090276,30.687469,-6.554189,-9.040636,-27.284743,37980.8261,8.362384,20.352541,47.703853,59.279387,-9.315368,-14.764253,-34.397019,38977.0454,8.104545,20.824036,48.073528,61.069132,-9.526585,-14.749108,-31.507452,3127.7843,2.754911,1.585565,3.863104,6.910322,-0.716199,-1.387388,-4.586148,3316.4231,2.861459,1.515819,3.885609,7.036535,-0.75633,-1.412453,-5.073228,37497.7779,7.534409,22.305854,55.692357,72.447698,-9.570188,-15.827165,-37.60941,41256.2451,7.594997,24.884176,62.829755,82.971427,-10.7738,-18.082374,-39.638522,23054.1606,4.295626,7.017578,10.250643,13.514762,-3.678275,-5.102607,-13.843002,15511.8633,3.531618,4.520528,6.651699,9.252628,-2.222767,-3.118276,-9.17809,38943.0606,7.701131,20.062429,46.662962,56.01238,-9.046939,-13.117132,-25.880792,32867.854,7.79409,16.742994,37.310769,44.800805,-7.763316,-11.555041,-22.172397,6802.2632,3.783195,3.560667,8.957315,13.542123,-1.640028,-2.678398,-5.531762,7414.0107,4.006166,3.826289,9.484042,13.130078,-1.758041,-2.849881,-5.498173,39809.0166,7.354471,23.705066,62.469043,79.609953,-9.897577,-15.85413,-30.038425,34217.1621,7.15859,19.88717,51.272707,63.294055,-8.44182,-13.856133,-24.858477,
1,35758.9534,11.649889,9.185638,13.081095,19.049559,-5.680037,-8.176483,-24.994131,87611.1841,16.460774,27.334415,43.497991,59.616129,-18.813699,-26.821598,-88.990367,29810.3437,6.831685,9.982556,22.988372,30.254029,-7.905044,-13.056819,-32.912581,30030.1265,6.533357,10.0316,22.997649,28.832854,-7.835407,-12.482002,-31.00786,5700.4695,4.244338,2.41548,5.492328,8.709968,-1.426202,-2.619212,-6.761018,5150.9239,3.940228,2.054303,5.146205,8.501967,-1.254756,-2.270488,-6.771518,38526.7417,7.792121,15.217413,34.336649,43.563547,-10.857025,-19.626671,-41.433415,40337.9102,7.549807,16.064187,36.68605,48.676204,-11.629708,-20.80208,-50.018641,95962.8237,14.31487,27.770327,41.359545,51.468466,-17.908909,-24.474827,-100.474781,75348.8892,12.861105,19.452884,27.077298,37.143101,-13.711407,-18.466007,-56.172701,35551.4287,7.17699,11.643922,23.542945,28.284122,-9.110186,-13.771068,-27.103753,28561.6694,6.904399,9.501493,19.558351,24.417087,-7.460522,-11.340824,-20.756656,9522.678,5.037697,4.000487,11.510661,17.298267,-2.284383,-3.916429,-7.025674,9349.4837,4.934773,3.769855,10.894578,14.959286,-2.203258,-3.709439,-7.886564,47073.9282,8.607272,18.557257,39.8698,47.915119,-13.178061,-23.544881,-41.266001,40903.793,8.458927,16.260269,35.941444,42.717995,-11.247705,-19.651626,-33.699931,
